ID,cell_name,drug_name,IC50
682,SNU-182,Nutlin-3a,-2.03
683,SNU-182,PD-173074,-1.48
684,SNU-182,RO-3306,-0.82
685,SNU-182,MK-2206,-0.14
686,SNU-182,PD-0332991,-1.52
687,SNU-182,NVP-BEZ235,0.76
688,SNU-182,GDC0941,-0.27
689,SNU-182,AZD8055,-0.18
690,SNU-182,PD-0325901,0.66
691,SNU-182,SB590885,-1.88
692,SNU-182,CCT007093,-1.88
693,SNU-182,EHT 1864,-2.02
694,SNU-182,PF-4708671,-2.18
695,SNU-182,JNJ-26854165,-1.07
696,SNU-182,TW 37,0.56
697,SNU-182,AG-014699,-1.88
698,SNU-182,SB-505124,-1.9
699,SNU-182,Tamoxifen,-1.54
700,SNU-182,PFI-1,-1.34
701,SNU-182,IOX2,-0.13
702,SNU-182,YK 4-279,-0.78
703,SNU-182,(5Z)-7-Oxozeaenol,-0.24
704,SNU-182,piperlongumine,-0.53
705,SNU-182,FK866,0.11
706,SNU-182,BMN-673,-1.12
707,SNU-182,UNC1215,-0.98
708,SNU-182,SGC0946,-0.67
709,SNU-182,XAV 939,-0.92
710,SNU-182,Trametinib,0.79
711,SNU-182,Dabrafenib,-1.22
712,SNU-182,Temozolomide,-2.34
713,SNU-182,SN-38,1.38
714,SNU-182,MLN4924,0.24
715,GB-1,Erlotinib,-1.43
716,GB-1,Sunitinib,-0.08
717,GB-1,PHA-665752,-1.1
718,GB-1,MG-132,0.58
719,GB-1,Paclitaxel,1.39
720,GB-1,Cyclopamine,-1.55
721,GB-1,AZ628,-0.63
722,GB-1,Sorafenib,-0.81
723,GB-1,VX-680,-0.21
724,GB-1,Imatinib,-1.55
725,GB-1,NVP-TAE684,0.48
726,GB-1,Crizotinib,-0.96
727,GB-1,AZD-0530,-0.29
728,GB-1,S-Trityl-L-cysteine,-0.52
729,GB-1,Z-LLNle-CHO,0.11
730,GB-1,Dasatinib,1.55
731,GB-1,GNF-2,-0.73
732,GB-1,CGP-60474,1.53
733,GB-1,CGP-082996,-0.7
734,GB-1,A-770041,0.36
735,GB-1,WH-4-023,0.22
736,GB-1,BI-2536,0.76
737,GB-1,BMS-509744,-1.04
738,GB-1,CMK,-0.53
739,GB-1,Pyrimethamine,-2.44
740,GB-1,A-443654,0.7
741,GB-1,GW843682X,1.62
742,GB-1,MS-275,-0.24
743,GB-1,Parthenolide,-1.99
744,GB-1,TGX221,-1.26
745,GB-1,Bortezomib,2.51
746,GB-1,XMD8-85,-1.34
747,GB-1,Roscovitine,-1.69
748,GB-1,Salubrinal,-2.43
749,GB-1,Lapatinib,-1.55
750,GB-1,Doxorubicin,0.57
751,GB-1,Etoposide,-0.17
752,GB-1,Gemcitabine,2.32
753,GB-1,Mitomycin C,0.23
754,GB-1,Vinorelbine,0.9
755,GB-1,NSC-87877,-2.22
756,GB-1,QS11,-0.69
757,GB-1,CP466722,-0.76
758,GB-1,Midostaurin,0.14
759,GB-1,AP-24534,0.97
760,GB-1,JNK-9L,0.58
761,GB-1,PF-562271,-0.85
762,GB-1,HG-6-64-1,1.58
763,GB-1,DMOG,-1.96
764,GB-1,FTI-277,-1.13
765,GB-1,OSU-03012,0.11
766,GB-1,Shikonin,0.18
767,GB-1,AKT inhibitor VIII,-1.03
768,GB-1,Embelin,-0.76
769,GB-1,FH535,-0.46
770,GB-1,PAC-1,-0.86
771,GB-1,IPA-3,-0.65
772,GB-1,GSK-650394,-0.63
773,GB-1,BAY 61-3606,-0.44
774,GB-1,5-Fluorouracil,-0.84
775,GB-1,Thapsigargin,1.05
776,GB-1,Obatoclax Mesylate,0.77
777,GB-1,BMS-754807,0.59
778,GB-1,OSI-906,-0.05
779,GB-1,Bexarotene,-1.19
780,GB-1,Bleomycin,0.2
781,GB-1,LFM-A13,-2.12
782,GB-1,GW-2580,-1.81
783,GB-1,Phenformin,-2.07
784,GB-1,Bryostatin 1,0.88
785,GB-1,Pazopanib,-0.71
786,GB-1,LAQ824,1.56
787,GB-1,Epothilone B,3.59
788,GB-1,GSK-1904529A,-1.23
789,GB-1,BMS-345541,-1.54
790,GB-1,Tipifarnib,-0.2
791,GB-1,Ruxolitinib,-2.01
792,GB-1,AS601245,-1.16
793,GB-1,SB-715992,0.82
794,GB-1,AT-7519,-1.61
795,GB-1,TAK-715,-2.09
796,GB-1,BX-912,-1.59
797,GB-1,ZSTK474,-0.14
798,GB-1,AS605240,-1.03
799,GB-1,GSK1070916,-1.08
800,GB-1,LY317615,-2.48
801,GB-1,GSK429286A,-2.23
802,GB-1,FMK,-2.25
803,GB-1,CAL-101,-1.99
804,GB-1,XL-184,-0.53
805,GB-1,AC220,-0.55
806,GB-1,CP724714,-2.16
807,GB-1,STF-62247,-2.23
808,GB-1,NG-25,-0.57
809,GB-1,VX-11e,-0.43
810,GB-1,FR-180204,-2.39
811,GB-1,Tubastatin A,-1.83
812,GB-1,YM155,2.45
813,GB-1,NSC-207895,-1.04
814,GB-1,AR-42,1.08
815,GB-1,CUDC-101,0.78
816,GB-1,I-BET 151,-1.35
817,GB-1,CAY10603,0.59
818,GB-1,ABT-869,-1.3
819,GB-1,BIX02189,-1.58
820,GB-1,CH5424802,-1.82
821,GB-1,EKB-569,-0.95
822,GB-1,GSK2126458,1.67
823,GB-1,Masitinib,-2.01
824,GB-1,MP470,-1.41
825,GB-1,NVP-BHG712,-0.91
826,GB-1,OSI-930,-2.13
827,GB-1,OSI-027,0.36
828,GB-1,CX-5461,0.41
829,GB-1,PHA-793887,-2.05
830,GB-1,PI-103,0
831,GB-1,PIK-93,-0.45
832,GB-1,TPCA-1,-0.62
833,GB-1,TG101348,-1.34
834,GB-1,XL-880,0.69
835,GB-1,Y-39983,-1.32
836,GB-1,YM201636,-0.89
837,GB-1,AV-951,-0.17
838,GB-1,GSK690693,-2.23
839,GB-1,SNX-2112,1.38
840,GB-1,QL-X-138,-0.75
841,GB-1,T0901317,-2.3
842,GB-1,EX-527,-1.04
843,GB-1,AICAR,-3.6
844,GB-1,Camptothecin,2.28
845,GB-1,Vinblastine,1.37
846,GB-1,Cisplatin,-0.31
847,GB-1,Cytarabine,-0.57
848,GB-1,Docetaxel,2.18
849,GB-1,Methotrexate,-0.56
850,GB-1,ATRA,-1.48
851,GB-1,Gefitinib,-0.85
852,GB-1,ABT-263,-0.99
853,GB-1,Vorinostat,-0.48
854,GB-1,Nilotinib,-1.58
855,GB-1,RDEA119,-0.3
856,GB-1,CI-1040,-1.37
857,GB-1,Temsirolimus,0.64
858,GB-1,Olaparib,-0.98
859,GB-1,ABT-888,-1.36
860,GB-1,Bosutinib,-0.97
861,GB-1,Lenalidomide,-1.46
862,GB-1,Axitinib,-1.23
863,GB-1,AZD7762,-0.07
864,GB-1,GW 441756,-1.28
865,GB-1,CEP-701,0.72
866,GB-1,SB 216763,-1.46
867,GB-1,17-AAG,-0.63
868,GB-1,VX-702,-1.52
869,GB-1,AMG-706,-1.57
870,GB-1,KU-55933,-0.56
871,GB-1,Elesclomol,2.17
872,GB-1,Afatinib,-0.79
873,GB-1,Vismodegib,-1.84
874,GB-1,PLX4720,-1.49
875,GB-1,BX-795,-0.54
876,GB-1,NU-7441,-0.69
877,GB-1,SL 0101-1,-2.02
878,GB-1,BIRB 0796,-1.45
879,GB-1,JNK Inhibitor VIII,-1.95
880,GB-1,Nutlin-3a,-1.69
881,GB-1,PD-173074,-1.48
882,GB-1,ZM-447439,-0.93
883,GB-1,RO-3306,-1.03
884,GB-1,MK-2206,-0.65
885,GB-1,PD-0332991,-0.35
886,GB-1,NVP-BEZ235,1.34
887,GB-1,GDC0941,-0.86
888,GB-1,AZD8055,-0.31
889,GB-1,PD-0325901,0.01
890,GB-1,SB590885,-1.35
891,GB-1,CCT007093,-1.73
892,GB-1,EHT 1864,-2.12
893,GB-1,PF-4708671,-1.86
894,GB-1,JNJ-26854165,-1.72
895,GB-1,TW 37,0.82
896,GB-1,ZG-10,-1.43
897,GB-1,XMD8-92,-1.57
898,GB-1,CCT018159,-1.05
899,GB-1,AG-014699,-1.24
900,GB-1,SB-505124,-1.67
901,GB-1,Tamoxifen,-1.71
902,GB-1,PFI-1,-2.09
903,GB-1,IOX2,-0.21
904,GB-1,YK 4-279,-1
905,GB-1,(5Z)-7-Oxozeaenol,-0.45
906,GB-1,piperlongumine,-0.4
907,GB-1,FK866,3
908,GB-1,BMN-673,0.18
909,GB-1,UNC1215,-1.19
910,GB-1,SGC0946,-0.92
911,GB-1,XAV 939,-0.92
912,GB-1,Trametinib,0.73
913,GB-1,Dabrafenib,-1.26
914,GB-1,Temozolomide,-2.2
915,GB-1,SN-38,2.41
916,GB-1,MLN4924,0.42
917,KNS-62,AICAR,-3.25
918,KNS-62,Camptothecin,2.09
919,KNS-62,Vinblastine,2.11
920,KNS-62,Cisplatin,-1.16
921,KNS-62,Cytarabine,-0.19
922,KNS-62,Docetaxel,2.85
923,KNS-62,Methotrexate,-0.45
924,KNS-62,ATRA,-2.16
925,KNS-62,Gefitinib,-0.4
926,KNS-62,ABT-263,-1.06
927,KNS-62,Vorinostat,-0.51
928,KNS-62,Nilotinib,-1.44
929,KNS-62,RDEA119,-0.36
930,KNS-62,CI-1040,-0.39
931,KNS-62,Temsirolimus,1.52
932,KNS-62,Olaparib,-1.71
933,KNS-62,ABT-888,-1.75
934,KNS-62,Bosutinib,-1.06
935,KNS-62,Lenalidomide,-1.68
936,KNS-62,Axitinib,-1.67
937,KNS-62,AZD7762,0.19
938,KNS-62,GW 441756,-1.09
939,KNS-62,CEP-701,-0.44
940,KNS-62,17-AAG,0.38
941,KNS-62,VX-702,-1.75
942,KNS-62,AMG-706,-0.82
943,KNS-62,KU-55933,-1.51
944,KNS-62,Elesclomol,2.04
945,KNS-62,Afatinib,-0.63
946,KNS-62,Vismodegib,-2.1
947,KNS-62,PLX4720,-0.92
948,KNS-62,BX-795,-0.84
949,KNS-62,NU-7441,-1.05
950,KNS-62,SL 0101-1,-1.89
951,KNS-62,BIRB 0796,-1.58
952,KNS-62,JNK Inhibitor VIII,-2.01
953,KNS-62,Nutlin-3a,-2.37
954,KNS-62,PD-173074,-1.81
955,KNS-62,ZM-447439,-1.6
956,KNS-62,RO-3306,-1.96
957,KNS-62,MK-2206,-0.52
958,KNS-62,PD-0332991,-0.38
959,KNS-62,NVP-BEZ235,1.3
960,KNS-62,GDC0941,-0.54
961,KNS-62,AZD8055,0.24
962,KNS-62,PD-0325901,1.21
963,KNS-62,SB590885,-0.94
964,KNS-62,CCT007093,-1.78
965,KNS-62,EHT 1864,-2.11
966,KNS-62,PF-4708671,-1.49
967,KNS-62,JNJ-26854165,-1.26
968,KNS-62,TW 37,0.17
969,KNS-62,CCT018159,-1.7
970,KNS-62,AG-014699,-1.88
971,KNS-62,SB-505124,-2.14
972,KNS-62,Tamoxifen,-1.19
973,KNS-62,PFI-1,-0.55
974,KNS-62,IOX2,-0.44
975,KNS-62,YK 4-279,-0.77
976,KNS-62,(5Z)-7-Oxozeaenol,-0.23
977,KNS-62,piperlongumine,-0.52
978,KNS-62,FK866,0.76
979,KNS-62,BMN-673,-1.93
980,KNS-62,UNC1215,-1.12
981,KNS-62,SGC0946,-1.14
982,KNS-62,XAV 939,-0.86
983,KNS-62,Trametinib,2.15
984,KNS-62,Dabrafenib,-1.66
985,KNS-62,Temozolomide,-2.02
986,KNS-62,SN-38,2.15
987,KNS-62,MLN4924,0.27
988,RPMI-8402,Rapamycin,1.77
989,RPMI-8402,Sunitinib,-0.37
990,RPMI-8402,PHA-665752,-0.91
991,RPMI-8402,MG-132,0.23
992,RPMI-8402,Paclitaxel,1.83
993,RPMI-8402,Cyclopamine,-1.16
994,RPMI-8402,AZ628,-0.97
995,RPMI-8402,Sorafenib,-1.13
996,RPMI-8402,VX-680,-0.15
997,RPMI-8402,Imatinib,-1.14
998,RPMI-8402,NVP-TAE684,-0.35
999,RPMI-8402,Crizotinib,-0.56
1000,RPMI-8402,AZD-0530,-0.72
1001,RPMI-8402,S-Trityl-L-cysteine,0.24
1002,RPMI-8402,Z-LLNle-CHO,0
1003,RPMI-8402,Dasatinib,-0.11
1004,RPMI-8402,GNF-2,-0.95
1005,RPMI-8402,CGP-60474,1.12
1006,RPMI-8402,CGP-082996,-0.33
1007,RPMI-8402,A-770041,-0.76
1008,RPMI-8402,WH-4-023,-0.79
1009,RPMI-8402,BI-2536,1.92
1010,RPMI-8402,BMS-509744,-0.76
1011,RPMI-8402,CMK,-0.26
1012,RPMI-8402,Pyrimethamine,-0.93
1013,RPMI-8402,A-443654,0.73
1014,RPMI-8402,GW843682X,2.38
1015,RPMI-8402,MS-275,0.35
1016,RPMI-8402,Parthenolide,-1.06
1017,RPMI-8402,TGX221,-1.32
1018,RPMI-8402,Bortezomib,2.67
1019,RPMI-8402,XMD8-85,-0.67
1020,RPMI-8402,Roscovitine,-1.13
1021,RPMI-8402,Salubrinal,-1.47
1022,RPMI-8402,Lapatinib,-0.8
1023,RPMI-8402,Doxorubicin,1.39
1024,RPMI-8402,Etoposide,0.62
1025,RPMI-8402,Gemcitabine,1.41
1026,RPMI-8402,Mitomycin C,1.16
1027,RPMI-8402,Vinorelbine,2.2
1028,RPMI-8402,NSC-87877,-1.79
1029,RPMI-8402,QS11,-1.12
1030,RPMI-8402,CP466722,0.11
1031,RPMI-8402,Midostaurin,0.27
1032,RPMI-8402,AP-24534,0.06
1033,RPMI-8402,JNK-9L,0.37
1034,RPMI-8402,PF-562271,-0.41
1035,RPMI-8402,HG-6-64-1,-0.04
1036,RPMI-8402,DMOG,-2.48
1037,RPMI-8402,FTI-277,-0.74
1038,RPMI-8402,OSU-03012,-0.35
1039,RPMI-8402,Shikonin,-0.08
1040,RPMI-8402,AKT inhibitor VIII,-0.75
1041,RPMI-8402,Embelin,-0.62
1042,RPMI-8402,FH535,-0.82
1043,RPMI-8402,PAC-1,-0.08
1044,RPMI-8402,IPA-3,-0.67
1045,RPMI-8402,GSK-650394,-1.02
1046,RPMI-8402,BAY 61-3606,-0.27
1047,RPMI-8402,5-Fluorouracil,-0.63
1048,RPMI-8402,Thapsigargin,2.24
1049,RPMI-8402,Obatoclax Mesylate,1.17
1050,RPMI-8402,BMS-754807,-0.47
1051,RPMI-8402,OSI-906,-1.08
1052,RPMI-8402,Bexarotene,-1.66
1053,RPMI-8402,Bleomycin,-1.35
1054,RPMI-8402,LFM-A13,-1.92
1055,RPMI-8402,GW-2580,-2.14
1056,RPMI-8402,Phenformin,-2.23
1057,RPMI-8402,Bryostatin 1,1.27
1058,RPMI-8402,Pazopanib,-1.52
1059,RPMI-8402,LAQ824,1.95
1060,RPMI-8402,Epothilone B,2.28
1061,RPMI-8402,GSK-1904529A,-0.5
1062,RPMI-8402,BMS-345541,-0.06
1063,RPMI-8402,Tipifarnib,-0.03
1064,RPMI-8402,Ruxolitinib,-1.45
1065,RPMI-8402,AS601245,-0.73
1066,RPMI-8402,SB-715992,2.34
1067,RPMI-8402,AT-7519,0.9
1068,RPMI-8402,TAK-715,-0.5
1069,RPMI-8402,BX-912,0.77
1070,RPMI-8402,ZSTK474,1.42
1071,RPMI-8402,AS605240,-0.05
1072,RPMI-8402,GSK1070916,1.8
1073,RPMI-8402,LY317615,-0.11
1074,RPMI-8402,GSK429286A,-0.73
1075,RPMI-8402,FMK,-0.98
1076,RPMI-8402,CAL-101,-0.54
1077,RPMI-8402,XL-184,-0.57
1078,RPMI-8402,AC220,-0.19
1079,RPMI-8402,CP724714,-1.63
1080,RPMI-8402,STF-62247,-0.94
1081,RPMI-8402,NG-25,-0.25
1082,RPMI-8402,VX-11e,-1.04
1083,RPMI-8402,FR-180204,-1.78
1084,RPMI-8402,Tubastatin A,-0.79
1085,RPMI-8402,YM155,2.23
1086,RPMI-8402,NSC-207895,-1.21
1087,RPMI-8402,AR-42,1.3
1088,RPMI-8402,CUDC-101,1.38
1089,RPMI-8402,I-BET 151,-0.25
1090,RPMI-8402,CAY10603,0.79
1091,RPMI-8402,ABT-869,-0.72
1092,RPMI-8402,BIX02189,-0.64
1093,RPMI-8402,CH5424802,-1.02
1094,RPMI-8402,EKB-569,0.87
1095,RPMI-8402,GSK2126458,2.44
1096,RPMI-8402,Masitinib,-0.94
1097,RPMI-8402,MP470,-1.13
1098,RPMI-8402,NVP-BHG712,-0.32
1099,RPMI-8402,OSI-930,-0.94
1100,RPMI-8402,OSI-027,0.71
1101,RPMI-8402,CX-5461,0.92
1102,RPMI-8402,PHA-793887,0.37
1103,RPMI-8402,PI-103,1.17
1104,RPMI-8402,PIK-93,0.48
1105,RPMI-8402,TPCA-1,-0.36
1106,RPMI-8402,TG101348,0.28
1107,RPMI-8402,XL-880,0.4
1108,RPMI-8402,Y-39983,-0.67
1109,RPMI-8402,YM201636,-0.06
1110,RPMI-8402,AV-951,0.28
1111,RPMI-8402,GSK690693,0.76
1112,RPMI-8402,SNX-2112,1.37
1113,RPMI-8402,QL-X-138,0.2
1114,RPMI-8402,T0901317,-1.03
1115,RPMI-8402,EX-527,-1.77
1116,RPMI-8402,AICAR,-2.92
1117,RPMI-8402,Camptothecin,2.75
1118,RPMI-8402,Vinblastine,2.15
1119,RPMI-8402,Cisplatin,-0.86
1120,RPMI-8402,Cytarabine,0.88
1121,RPMI-8402,Docetaxel,1.78
1122,RPMI-8402,Methotrexate,2.23
1123,RPMI-8402,ATRA,-1.71
1124,RPMI-8402,Gefitinib,-0.48
1125,RPMI-8402,ABT-263,0.41
1126,RPMI-8402,Vorinostat,0.22
1127,RPMI-8402,Nilotinib,-1.08
1128,RPMI-8402,RDEA119,-1.54
1129,RPMI-8402,CI-1040,-1.49
1130,RPMI-8402,Temsirolimus,0.69
1131,RPMI-8402,Olaparib,-1.48
1132,RPMI-8402,ABT-888,-1.54
1133,RPMI-8402,Bosutinib,-0.43
1134,RPMI-8402,Lenalidomide,-1.53
1135,RPMI-8402,Axitinib,-0.45
1136,RPMI-8402,AZD7762,0.8
1137,RPMI-8402,GW 441756,-1.09
1138,RPMI-8402,CEP-701,1.04
1139,RPMI-8402,SB 216763,-1.65
1140,RPMI-8402,17-AAG,-0.8
1141,RPMI-8402,VX-702,-1.12
1142,RPMI-8402,AMG-706,-1.14
1143,RPMI-8402,KU-55933,-1.22
1144,RPMI-8402,Elesclomol,0.88
1145,RPMI-8402,Afatinib,-0.51
1146,RPMI-8402,Vismodegib,-1.74
1147,RPMI-8402,PLX4720,-1.7
1148,RPMI-8402,BX-795,-0.06
1149,RPMI-8402,NU-7441,-0.85
1150,RPMI-8402,SL 0101-1,-1.83
1151,RPMI-8402,BIRB 0796,-1.84
1152,RPMI-8402,JNK Inhibitor VIII,-1.84
1153,RPMI-8402,Nutlin-3a,-1.48
1154,RPMI-8402,PD-173074,-0.73
1155,RPMI-8402,ZM-447439,0.11
1156,RPMI-8402,RO-3306,-1.37
1157,RPMI-8402,MK-2206,0.14
1158,RPMI-8402,PD-0332991,0.79
1159,RPMI-8402,NVP-BEZ235,1.29
1160,RPMI-8402,GDC0941,0.42
1161,RPMI-8402,AZD8055,0.37
1162,RPMI-8402,PD-0325901,-0.23
1163,RPMI-8402,SB590885,-1.53
1164,RPMI-8402,CCT007093,-1.66
1165,RPMI-8402,EHT 1864,-1.22
1166,RPMI-8402,JNJ-26854165,-0.81
1167,RPMI-8402,TW 37,0.37
1168,RPMI-8402,ZG-10,-0.14
1169,RPMI-8402,XMD8-92,-0.86
1170,RPMI-8402,CCT018159,-1.14
1171,RPMI-8402,AG-014699,-1.54
1172,RPMI-8402,SB-505124,-1.38
1173,RPMI-8402,Tamoxifen,-1.11
1174,RPMI-8402,PFI-1,-0.54
1175,RPMI-8402,IOX2,0.21
1176,RPMI-8402,YK 4-279,-0.27
1177,RPMI-8402,(5Z)-7-Oxozeaenol,0.12
1178,RPMI-8402,piperlongumine,-0.63
1179,RPMI-8402,FK866,-0.68
1180,RPMI-8402,BMN-673,-0.01
1181,RPMI-8402,UNC1215,-0.82
1182,RPMI-8402,SGC0946,-0.28
1183,RPMI-8402,XAV 939,-1.17
1184,RPMI-8402,Trametinib,-0.39
1185,RPMI-8402,Dabrafenib,-1.15
1186,RPMI-8402,Temozolomide,-2.07
1187,RPMI-8402,SN-38,2.91
1188,RPMI-8402,MLN4924,0.19
1189,NCI-H1694,Erlotinib,-1.47
1190,NCI-H1694,Rapamycin,0.6
1191,NCI-H1694,Sunitinib,-1.29
1192,NCI-H1694,PHA-665752,-1.47
1193,NCI-H1694,MG-132,-0.54
1194,NCI-H1694,Paclitaxel,0.86
1195,NCI-H1694,Cyclopamine,-2.16
1196,NCI-H1694,AZ628,-1.77
1197,NCI-H1694,Sorafenib,-1.01
1198,NCI-H1694,VX-680,-1.13
1199,NCI-H1694,Imatinib,-1.05
1200,NCI-H1694,NVP-TAE684,-0.94
1201,NCI-H1694,Crizotinib,-1.3
1202,NCI-H1694,AZD-0530,-0.88
1203,NCI-H1694,S-Trityl-L-cysteine,-0.81
1204,NCI-H1694,Z-LLNle-CHO,-0.67
1205,NCI-H1694,Dasatinib,-1.28
1206,NCI-H1694,GNF-2,-1.28
1207,NCI-H1694,CGP-60474,0.58
1208,NCI-H1694,CGP-082996,-1.71
1209,NCI-H1694,A-770041,-1.68
1210,NCI-H1694,WH-4-023,-1.55
1211,NCI-H1694,BI-2536,1.02
1212,NCI-H1694,BMS-509744,-1.39
1213,NCI-H1694,CMK,-0.59
1214,NCI-H1694,Pyrimethamine,-2.36
1215,NCI-H1694,A-443654,0.17
1216,NCI-H1694,GW843682X,1.32
1217,NCI-H1694,MS-275,-0.76
1218,NCI-H1694,Parthenolide,-1.4
1219,NCI-H1694,TGX221,-2.04
1220,NCI-H1694,Bortezomib,2.07
1221,NCI-H1694,XMD8-85,-1.47
1222,NCI-H1694,Roscovitine,-1.82
1223,NCI-H1694,Salubrinal,-1.42
1224,NCI-H1694,Lapatinib,-1.12
1225,NCI-H1694,Doxorubicin,0.89
1226,NCI-H1694,Etoposide,-0.18
1227,NCI-H1694,Gemcitabine,1.09
1228,NCI-H1694,Mitomycin C,0.36
1229,NCI-H1694,Vinorelbine,1.34
1230,NCI-H1694,NSC-87877,-2.08
1231,NCI-H1694,QS11,-1.39
1232,NCI-H1694,CP466722,-0.99
1233,NCI-H1694,Midostaurin,-0.41
1234,NCI-H1694,AP-24534,-0.83
1235,NCI-H1694,JNK-9L,-0.11
1236,NCI-H1694,PF-562271,-1.25
1237,NCI-H1694,HG-6-64-1,-1.56
1238,NCI-H1694,DMOG,-2.48
1239,NCI-H1694,FTI-277,-1.18
1240,NCI-H1694,OSU-03012,-0.85
1241,NCI-H1694,Shikonin,0.05
1242,NCI-H1694,AKT inhibitor VIII,-1.58
1243,NCI-H1694,Embelin,-1.81
1244,NCI-H1694,FH535,-1.35
1245,NCI-H1694,PAC-1,-1.37
1246,NCI-H1694,IPA-3,-2.19
1247,NCI-H1694,GSK-650394,-1.91
1248,NCI-H1694,BAY 61-3606,-1.21
1249,NCI-H1694,5-Fluorouracil,-1.59
1250,NCI-H1694,Thapsigargin,1.04
1251,NCI-H1694,Obatoclax Mesylate,-0.13
1252,NCI-H1694,BMS-754807,-0.47
1253,NCI-H1694,OSI-906,-1.11
1254,NCI-H1694,Bexarotene,-2.02
1255,NCI-H1694,Bleomycin,-1.61
1256,NCI-H1694,LFM-A13,-2.25
1257,NCI-H1694,GW-2580,-1.37
1258,NCI-H1694,Phenformin,-2.73
1259,NCI-H1694,Bryostatin 1,0.96
1260,NCI-H1694,Pazopanib,-1.82
1261,NCI-H1694,LAQ824,1.2
1262,NCI-H1694,Epothilone B,1.46
1263,NCI-H1694,GSK-1904529A,-1.18
1264,NCI-H1694,BMS-345541,-0.92
1265,NCI-H1694,Tipifarnib,-1.66
1266,NCI-H1694,Ruxolitinib,-1.82
1267,NCI-H1694,AS601245,-1.59
1268,NCI-H1694,SB-715992,1.08
1269,NCI-H1694,AT-7519,-0.68
1270,NCI-H1694,TAK-715,-1.59
1271,NCI-H1694,BX-912,-0.45
1272,NCI-H1694,ZSTK474,-0.47
1273,NCI-H1694,AS605240,-1.29
1274,NCI-H1694,GSK1070916,-0.38
1275,NCI-H1694,LY317615,-2.28
1276,NCI-H1694,GSK429286A,-2.33
1277,NCI-H1694,FMK,-1.81
1278,NCI-H1694,CAL-101,-1.74
1279,NCI-H1694,XL-184,-1.7
1280,NCI-H1694,AC220,-0.33
1281,NCI-H1694,CP724714,-1.72
1282,NCI-H1694,STF-62247,-1.75
1283,NCI-H1694,NG-25,-1.7
1284,NCI-H1694,VX-11e,-1.56
1285,NCI-H1694,FR-180204,-2.28
1286,NCI-H1694,Tubastatin A,-1.36
1287,NCI-H1694,YM155,2
1288,NCI-H1694,NSC-207895,-1.13
1289,NCI-H1694,AR-42,0.71
1290,NCI-H1694,CUDC-101,0.79
1291,NCI-H1694,I-BET 151,-1.47
1292,NCI-H1694,CAY10603,-0.21
1293,NCI-H1694,ABT-869,-1.08
1294,NCI-H1694,BIX02189,-1.98
1295,NCI-H1694,CH5424802,-0.85
1296,NCI-H1694,EKB-569,-0.68
1297,NCI-H1694,GSK2126458,1.14
1298,NCI-H1694,Masitinib,-1.05
1299,NCI-H1694,MP470,-1.12
1300,NCI-H1694,NVP-BHG712,-2.06
1301,NCI-H1694,OSI-930,-1.52
1302,NCI-H1694,OSI-027,0.01
1303,NCI-H1694,CX-5461,-0.88
1304,NCI-H1694,PHA-793887,-1.16
1305,NCI-H1694,PI-103,-0.75
1306,NCI-H1694,PIK-93,-1.26
1307,NCI-H1694,TPCA-1,-1.67
1308,NCI-H1694,TG101348,-0.88
1309,NCI-H1694,XL-880,-0.25
1310,NCI-H1694,Y-39983,-2.04
1311,NCI-H1694,YM201636,-1.04
1312,NCI-H1694,AV-951,-0.09
1313,NCI-H1694,GSK690693,-1.67
1314,NCI-H1694,SNX-2112,0.47
1315,NCI-H1694,QL-X-138,-0.59
1316,NCI-H1694,T0901317,-1.53
1317,NCI-H1694,EX-527,-2.39
1318,NCI-H1694,AICAR,-3.52
1319,NCI-H1694,Camptothecin,2.59
1320,NCI-H1694,Vinblastine,1.4
1321,NCI-H1694,Cisplatin,-1.01
1322,NCI-H1694,Cytarabine,-0.98
1323,NCI-H1694,Docetaxel,1.36
1324,NCI-H1694,Methotrexate,-0.46
1325,NCI-H1694,ATRA,-1.59
1326,NCI-H1694,Gefitinib,-0.85
1327,NCI-H1694,ABT-263,-0.06
1328,NCI-H1694,Vorinostat,-0.2
1329,NCI-H1694,Nilotinib,-1.28
1330,NCI-H1694,RDEA119,-1.77
1331,NCI-H1694,CI-1040,-1.54
1332,NCI-H1694,Temsirolimus,0.52
1333,NCI-H1694,Olaparib,-1.83
1334,NCI-H1694,ABT-888,-1.87
1335,NCI-H1694,Bosutinib,-1.47
1336,NCI-H1694,Lenalidomide,-1.69
1337,NCI-H1694,Axitinib,-0.72
1338,NCI-H1694,AZD7762,0.01
1339,NCI-H1694,GW 441756,-1.47
1340,NCI-H1694,CEP-701,0.23
1341,NCI-H1694,SB 216763,-2.17
1342,NCI-H1694,17-AAG,-0.92
1343,NCI-H1694,VX-702,-1.42
1344,NCI-H1694,AMG-706,-1.45
1345,NCI-H1694,KU-55933,-2.09
1346,NCI-H1694,Elesclomol,1.03
1347,NCI-H1694,Afatinib,-0.83
1348,NCI-H1694,Vismodegib,-1.53
1349,NCI-H1694,PLX4720,-2.06
1350,NCI-H1694,BX-795,-0.69
1351,NCI-H1694,NU-7441,-1.19
1352,NCI-H1694,SL 0101-1,-1.86
1353,NCI-H1694,BIRB 0796,-1.9
1354,NCI-H1694,JNK Inhibitor VIII,-2.07
1355,NCI-H1694,Nutlin-3a,-1.93
1356,NCI-H1694,PD-173074,-1.46
1357,NCI-H1694,ZM-447439,-1.03
